ID_track_FK,ID_artist_FK,role
395,51,main
396,51,main
397,51,main
398,51,main
399,51,main
400,51,main
401,51,main
402,51,main
403,51,main
404,51,main
405,51,main
406,51,main
407,51,main
408,51,main
409,51,main
410,51,main
411,51,main
412,51,main
413,51,main
414,51,main
415,51,main
416,51,main
417,51,main
418,51,main
419,51,main
420,51,main
421,51,main
422,51,main
423,51,main
424,51,main
425,51,main
426,51,main
427,51,main
428,51,main
429,51,main
430,51,main
431,51,main
432,51,main
433,51,main
434,51,main
435,51,main
436,51,main
437,51,main
438,51,main
439,51,main
440,51,main
441,51,main
442,51,main
443,51,main
444,51,main
445,51,main
446,51,main
447,51,main
448,51,main
449,51,main
450,51,main
451,51,main
452,51,main
453,51,main
454,51,main
455,51,main
456,51,main
457,51,main
458,51,main
459,51,main
460,51,main
461,51,main
462,51,main
463,51,main
464,51,main
465,51,main
466,51,main
467,51,main
468,51,main
469,51,main
470,51,main
471,51,main
472,51,main
473,51,main
474,51,main
475,51,main
476,51,main
477,51,main
478,51,main
479,51,main
480,51,main
481,51,main
482,51,main
483,51,main
484,51,main
485,51,main
486,51,main
487,51,main
488,51,main
489,51,main
490,51,main
491,51,main
492,51,main
493,51,main
494,51,main
495,51,main
496,51,main
497,51,main
498,51,main
499,51,main
500,51,main
501,51,main
502,51,main
503,51,main
504,51,main
505,51,main
506,51,main
679,6,main
680,6,main
681,6,main
682,6,main
683,6,main
684,6,main
685,6,main
686,6,main
687,6,main
688,6,main
689,6,main
690,6,main
691,6,main
692,6,main
693,6,main
694,6,main
695,6,main
696,6,main
697,6,main
698,6,main
699,6,main
700,6,main
701,6,main
702,6,main
703,6,main
704,6,main
705,6,main
706,6,main
707,6,main
708,6,main
709,6,main
710,6,main
711,6,main
712,6,main
713,6,main
714,6,main
715,6,main
716,6,main
717,6,main
718,6,main
719,6,main
720,6,main
721,6,main
722,6,main
723,6,main
724,6,main
725,6,main
726,6,main
727,6,main
728,6,main
729,6,main
730,6,main
731,6,main
732,6,main
733,6,main
734,6,main
735,6,main
736,6,main
737,6,main
738,6,main
739,6,main
740,6,main
741,6,main
742,6,main
743,6,main
744,6,main
745,6,main
746,6,main
747,6,main
748,6,main
749,6,main
750,6,main
751,6,main
752,6,main
753,6,main
754,6,main
755,6,main
756,6,main
757,68,main
758,68,main
759,68,main
760,68,main
761,68,main
762,68,main
763,68,main
764,68,main
765,68,main
766,68,main
767,68,main
768,68,main
769,68,main
770,68,main
771,68,main
772,68,main
773,68,main
774,68,main
775,68,main
776,68,main
777,68,main
778,68,main
779,68,main
780,68,main
781,68,main
782,68,main
783,68,main
784,68,main
785,68,main
786,68,main
787,68,main
788,40,main
789,40,main
790,40,main
791,40,main
792,40,main
793,40,main
794,40,main
795,40,main
796,40,main
797,40,main
798,40,main
799,40,main
800,40,main
801,40,main
802,40,main
803,40,main
804,40,main
805,40,main
806,40,main
807,40,main
808,40,main
809,40,main
810,40,main
811,40,main
812,40,main
813,40,main
814,40,main
815,40,main
816,40,main
817,40,main
818,40,main
819,40,main
820,40,main
821,40,main
822,40,main
823,40,main
824,40,main
825,40,main
826,40,main
827,40,main
828,40,main
829,40,main
830,40,main
831,40,main
832,40,main
833,40,main
834,40,main
835,40,main
836,40,main
837,40,main
838,40,main
839,40,main
840,40,main
841,40,main
842,40,main
843,40,main
844,40,main
845,40,main
846,40,main
847,40,main
848,40,main
849,40,main
850,40,main
851,40,main
852,40,main
853,40,main
854,40,main
855,40,main
856,40,main
857,40,main
858,40,main
859,40,main
860,40,main
861,40,main
862,40,main
863,40,main
864,40,main
865,40,main
866,40,main
867,40,main
868,40,main
869,40,main
870,40,main
871,40,main
872,40,main
873,40,main
874,40,main
875,40,main
876,40,main
877,40,main
878,40,main
879,40,main
880,40,main
881,40,main
882,40,main
883,40,main
884,40,main
885,40,main
886,40,main
887,40,main
888,40,main
889,40,main
890,40,main
891,40,main
892,40,main
893,40,main
894,40,main
895,40,main
896,40,main
897,40,main
898,40,main
899,40,main
900,40,main
901,40,main
902,40,main
903,40,main
904,40,main
905,40,main
906,40,main
907,40,main
908,40,main
909,40,main
910,40,main
911,40,main
912,40,main
913,40,main
914,40,main
915,40,main
916,40,main
917,40,main
918,40,main
919,40,main
920,40,main
921,40,main
922,40,main
923,40,main
924,40,main
925,40,main
926,40,main
927,40,main
928,40,main
929,40,main
930,40,main
931,40,main
932,40,main
933,40,main
934,40,main
935,40,main
936,40,main
937,40,main
938,40,main
939,40,main
940,40,main
941,40,main
942,40,main
943,40,main
944,40,main
945,40,main
946,40,main
947,40,main
948,40,main
949,40,main
950,40,main
951,40,main
952,40,main
953,40,main
954,40,main
955,40,main
956,40,main
957,40,main
958,40,main
959,40,main
960,40,main
961,40,main
962,40,main
963,40,main
964,40,main
965,40,main
966,40,main
967,40,main
968,40,main
969,40,main
970,40,main
971,40,main
972,40,main
973,40,main
974,40,main
975,40,main
976,40,main
977,40,main
978,40,main
979,40,main
980,40,main
981,40,main
982,40,main
983,40,main
984,40,main
985,40,main
986,40,main
987,40,main
988,40,main
989,40,main
990,40,main
991,40,main
992,40,main
993,40,main
994,40,main
995,40,main
996,40,main
997,40,main
998,40,main
999,40,main
1000,40,main
1001,40,main
1002,40,main
1003,40,main
1004,40,main
1005,40,main
1006,40,main
1007,40,main
1008,40,main
1009,40,main
1010,40,main
1011,40,main
1012,40,main
1013,40,main
1014,40,main
1015,40,main
1016,40,main
1017,40,main
1018,40,main
1019,40,main
1020,40,main
1021,40,main
1022,40,main
1023,40,main
1024,40,main
1025,40,main
1026,40,main
1027,40,main
1028,40,main
1029,40,main
1030,40,main
1031,40,main
1032,40,main
1033,40,main
1034,40,main
1035,40,main
1036,40,main
1037,40,main
1038,40,main
1039,40,main
1040,40,main
1041,40,main
1042,40,main
1043,40,main
1044,40,main
1045,40,main
1046,40,main
1047,40,main
1048,40,main
1049,40,main
1050,40,main
1051,40,main
1052,40,main
1053,40,main
1054,40,main
1055,40,main
1056,40,main
1057,40,main
1058,40,main
1059,40,main
1060,40,main
1061,40,main
1062,40,main
1063,40,main
1064,40,main
1065,40,main
1066,40,main
1067,40,main
1068,40,main
1069,40,main
1070,40,main
1071,40,main
1072,40,main
1073,40,main
1074,40,main
1075,40,main
1076,40,main
1077,40,main
1078,40,main
1079,40,main
1080,40,main
1081,40,main
1082,40,main
1083,40,main
1084,40,main
1085,40,main
1086,40,main
1087,40,main
1088,40,main
1089,40,main
1090,40,main
1091,40,main
1092,40,main
1093,40,main
1094,40,main
1095,40,main
1096,65,main
1097,65,main
1098,65,main
1099,65,main
1100,65,main
1101,65,main
1102,65,main
1103,65,main
1104,65,main
1105,65,main
1106,65,main
1107,65,main
1108,65,main
1109,65,main
1110,65,main
1111,65,main
1112,65,main
1113,65,main
1114,65,main
1115,65,main
1116,65,main
1117,65,main
1118,65,main
1119,65,main
1120,65,main
1121,65,main
1122,65,main
1123,65,main
1124,65,main
1125,65,main
1126,65,main
1127,65,main
1128,65,main
1129,65,main
1130,65,main
1131,65,main
1132,65,main
1133,65,main
1134,65,main
1135,65,main
1136,65,main
1137,65,main
1138,65,main
1139,65,main
1140,65,main
1141,65,main
1142,65,main
1143,81,main
1144,81,main
1145,81,main
1146,81,main
1147,81,main
1148,81,main
1149,81,main
1150,81,main
1151,81,main
1152,81,main
1153,81,main
1154,81,main
1155,81,main
1156,81,main
1157,81,main
1158,81,main
1159,81,main
1160,81,main
1161,81,main
1162,81,main
1163,81,main
1164,81,main
1165,12,main
1166,12,main
1167,12,main
1168,12,main
1169,12,main
1170,12,main
1171,12,main
1172,12,main
1173,12,main
1174,12,main
1175,12,main
1176,12,main
1177,12,main
1178,12,main
1179,12,main
1180,12,main
1181,12,main
1182,12,main
1183,12,main
1184,12,main
1185,12,main
1186,12,main
1187,12,main
1188,12,main
1189,12,main
1190,12,main
1191,12,main
1192,12,main
1193,12,main
1194,12,main
1195,12,main
1196,12,main
1197,12,main
1198,12,main
1199,12,main
1200,12,main
1201,12,main
1202,12,main
1203,12,main
1204,12,main
1205,12,main
1206,12,main
1207,12,main
1208,12,main
1209,12,main
1210,12,main
1211,12,main
1212,12,main
1213,12,main
1214,12,main
1215,12,main
1216,12,main
1217,12,main
1218,12,main
1219,12,main
1220,12,main
1221,12,main
1222,12,main
1223,12,main
1224,12,main
1225,12,main
1226,12,main
1227,12,main
1228,12,main
1229,12,main
1230,12,main
1231,12,main
1232,12,main
1233,12,main
1234,12,main
1235,12,main
1236,12,main
1237,12,main
1238,12,main
1239,12,main
1240,12,main
1241,12,main
1242,12,main
1243,12,main
1244,12,main
1245,12,main
1246,12,main
1247,12,main
1248,12,main
1249,12,main
1250,12,main
1251,12,main
1252,12,main
1253,12,main
1254,12,main
1255,12,main
1256,12,main
1257,12,main
1258,12,main
1259,12,main
1260,12,main
1261,12,main
1262,12,main
1263,12,main
1264,12,main
1265,12,main
1266,12,main
1267,12,main
1268,12,main
1269,12,main
1270,12,main
1271,12,main
1272,12,main
1273,12,main
1274,12,main
1275,12,main
1276,12,main
1277,12,main
1278,58,main
1279,58,main
1280,58,main
1281,58,main
1282,58,main
1283,58,main
1284,58,main
1285,58,main
1286,58,main
1287,58,main
1288,58,main
1289,58,main
1290,58,main
1291,58,main
1292,58,main
1293,58,main
1294,58,main
1295,58,main
1296,58,main
1297,58,main
1298,58,main
1299,58,main
1300,58,main
1301,58,main
1302,58,main
1303,58,main
1304,58,main
1305,58,main
1306,58,main
1307,58,main
1308,58,main
1309,58,main
1310,58,main
1311,58,main
1312,58,main
1313,58,main
1314,58,main
1315,58,main
1316,58,main
1317,58,main
1318,58,main
1319,58,main
1320,58,main
1321,58,main
1322,58,main
1323,58,main
1324,58,main
1325,58,main
1326,58,main
1327,58,main
1328,58,main
1329,58,main
1330,58,main
1331,58,main
1332,58,main
1333,58,main
1334,58,main
1335,58,main
1336,58,main
1337,58,main
1338,58,main
1339,58,main
1340,58,main
1341,58,main
1342,58,main
1343,58,main
1344,58,main
1345,58,main
1346,58,main
1347,88,main
1348,88,main
1349,88,main
1350,88,main
1351,88,main
1352,88,main
1353,88,main
1354,88,main
1355,88,main
1356,88,main
1357,88,main
1358,88,main
1359,88,main
1360,88,main
1361,88,main
1362,88,main
1363,88,main
1364,88,main
1365,88,main
1366,88,main
1367,88,main
1368,88,main
1369,88,main
1370,88,main
1371,88,main
1372,88,main
1373,88,main
1374,88,main
1375,88,main
1376,88,main
1377,88,main
1378,88,main
1379,88,main
1380,88,main
1381,88,main
1382,88,main
1383,88,main
1384,88,main
1385,88,main
1386,88,main
1387,88,main
1388,88,main
1389,88,main
1390,88,main
1391,88,main
1392,88,main
1393,88,main
1394,88,main
1395,88,main
1396,88,main
1397,88,main
1398,88,main
1399,88,main
1400,88,main
1401,88,main
1402,88,main
1403,88,main
1404,88,main
1405,88,main
1406,88,main
1407,88,main
1408,88,main
1409,88,main
1410,88,main
1411,88,main
1412,88,main
1413,88,main
1414,88,main
1415,88,main
1416,88,main
1417,88,main
1418,88,main
1419,88,main
1420,88,main
1421,88,main
1422,88,main
1423,88,main
1424,88,main
1425,88,main
1426,88,main
1427,88,main
1428,88,main
1429,88,main
1430,88,main
1431,88,main
1432,88,main
1433,88,main
1434,88,main
1435,88,main
1436,88,main
1437,88,main
1438,88,main
1439,88,main
1440,55,main
1441,55,main
1442,55,main
1443,55,main
1444,55,main
1445,55,main
1446,55,main
1447,55,main
1448,55,main
1449,55,main
1450,55,main
1451,55,main
1452,55,main
1453,55,main
1454,55,main
1455,55,main
1456,55,main
1457,55,main
1458,55,main
1459,55,main
1460,55,main
1461,55,main
1462,55,main
1463,55,main
1464,55,main
1465,55,main
1466,55,main
1467,55,main
1468,55,main
1469,55,main
1470,55,main
1471,55,main
1472,55,main
1473,55,main
1474,55,main
1475,55,main
1476,55,main
1477,55,main
1478,55,main
1479,55,main
1480,55,main
1481,55,main
1482,55,main
1483,55,main
1484,55,main
1485,55,main
1486,55,main
1487,55,main
1488,55,main
1489,55,main
1490,55,main
1491,55,main
1492,55,main
1493,55,main
1494,55,main
1495,55,main
1496,55,main
1497,55,main
1498,55,main
1499,73,main
1500,73,main
1501,73,main
1502,73,main
1503,73,main
1504,73,main
1505,73,main
1506,73,main
1507,73,main
1508,73,main
1509,73,main
1510,73,main
1511,73,main
1512,73,main
1513,73,main
1514,73,main
1515,73,main
1516,73,main
1517,73,main
1518,73,main
1519,73,main
1520,73,main
1521,73,main
1522,73,main
1523,73,main
1524,73,main
1525,73,main
1526,73,main
1527,73,main
1528,73,main
1529,73,main
1530,73,main
1531,73,main
1532,73,main
1533,73,main
1534,73,main
1535,73,main
1536,73,main
1537,73,main
1538,73,main
1539,73,main
1540,73,main
1541,73,main
1542,73,main
1543,73,main
1544,73,main
1545,73,main
1546,73,main
1547,73,main
1548,73,main
1549,73,main
1550,73,main
1551,73,main
1552,73,main
1553,73,main
1554,73,main
1555,73,main
1556,73,main
1557,73,main
1558,73,main
1559,73,main
1560,73,main
1561,73,main
1562,73,main
1563,73,main
1564,73,main
1565,73,main
1566,73,main
1567,73,main
1568,73,main
1569,73,main
1570,73,main
1571,73,main
1572,73,main
1573,73,main
1574,73,main
1575,13,main
1576,13,main
1577,13,main
1578,13,main
1579,13,main
1580,13,main
1581,13,main
1582,13,main
1583,13,main
1584,13,main
1585,13,main
1586,13,main
1587,13,main
1588,13,main
1589,13,main
1590,13,main
1591,13,main
1592,13,main
1593,13,main
1594,13,main
1595,13,main
1596,13,main
1597,13,main
1598,13,main
1599,13,main
1600,13,main
1601,14,main
1602,14,main
1603,14,main
1604,14,main
1605,14,main
1606,14,main
1607,14,main
1608,14,main
1609,14,main
1610,14,main
1611,14,main
1612,14,main
1613,14,main
1614,14,main
1615,14,main
1616,14,main
1617,14,main
1618,14,main
1619,14,main
1620,14,main
1621,14,main
1622,14,main
1623,14,main
1624,14,main
1625,14,main
1626,14,main
1627,14,main
1628,14,main
1629,14,main
1630,14,main
1631,14,main
1632,14,main
1633,14,main
1634,14,main
1635,14,main
1636,14,main
1637,14,main
1638,14,main
1639,14,main
1640,14,main
1641,14,main
1642,14,main
1643,14,main
1644,14,main
1645,14,main
1646,14,main
1647,14,main
1648,14,main
1649,14,main
1650,14,main
1651,14,main
1652,14,main
1653,14,main
1654,14,main
1655,14,main
1656,14,main
1657,14,main
1658,14,main
1659,14,main
1660,14,main
1661,14,main
1662,14,main
1663,14,main
1664,14,main
1665,14,main
1666,14,main
1667,14,main
1668,14,main
1669,14,main
1670,14,main
1671,14,main
1672,14,main
1673,14,main
1674,14,main
1675,14,main
1676,14,main
1677,14,main
1678,14,main
1679,14,main
1680,14,main
1681,14,main
1682,14,main
1683,14,main
1684,14,main
1685,14,main
1686,14,main
1687,14,main
1688,14,main
1689,14,main
1690,14,main
1691,14,main
1692,14,main
1693,14,main
1694,14,main
1695,14,main
1696,14,main
1697,14,main
1698,14,main
1699,14,main
1700,14,main
1701,14,main
1702,14,main
1703,14,main
1704,14,main
1705,14,main
1706,14,main
1707,14,main
1708,14,main
1709,14,main
1710,14,main
1711,14,main
1712,14,main
1713,14,main
1714,14,main
1715,14,main
1716,14,main
1717,14,main
1718,14,main
1719,14,main
1720,14,main
1721,14,main
1722,14,main
1723,14,main
1724,14,main
1725,14,main
1726,14,main
1727,14,main
1728,14,main
1729,14,main
1730,14,main
1731,14,main
1732,14,main
1733,14,main
1734,14,main
1735,14,main
1736,14,main
1737,14,main
1738,14,main
1739,14,main
1740,14,main
1741,14,main
1742,14,main
1743,14,main
1744,14,main
1745,14,main
1746,14,main
1747,14,main
1748,14,main
1749,14,main
1750,14,main
1751,15,main
1752,15,main
1753,15,main
1754,15,main
1755,15,main
1756,15,main
1757,15,main
1758,15,main
1759,15,main
1760,15,main
1761,15,main
1762,15,main
1763,15,main
1764,15,main
1765,15,main
1766,15,main
1767,15,main
1768,15,main
1769,15,main
1770,15,main
1771,15,main
1772,15,main
1773,15,main
1774,15,main
1775,15,main
1776,15,main
1777,15,main
1778,15,main
1779,15,main
1780,15,main
1781,15,main
1782,15,main
1783,15,main
1784,15,main
1785,15,main
1786,15,main
1787,15,main
1788,15,main
1789,15,main
1790,15,main
1791,15,main
1792,15,main
1793,15,main
1794,15,main
1795,15,main
1796,15,main
1797,15,main
1798,15,main
1799,15,main
1800,15,main
1801,15,main
1802,15,main
1803,15,main
1804,15,main
1805,15,main
1806,15,main
1807,15,main
1808,15,main
1809,15,main
1810,15,main
1811,15,main
1812,15,main
1813,15,main
1814,15,main
1815,15,main
1816,15,main
1817,15,main
1818,15,main
1819,15,main
1820,15,main
1821,15,main
1822,15,main
1823,15,main
1824,15,main
1825,15,main
1826,15,main
1827,15,main
1828,15,main
1829,15,main
1830,15,main
1831,15,main
1832,15,main
1833,15,main
1834,15,main
1835,15,main
1836,15,main
1837,15,main
1838,15,main
1839,15,main
1840,15,main
1841,15,main
1842,15,main
1843,15,main
1844,15,main
1845,15,main
1846,15,main
1847,15,main
1848,15,main
1849,15,main
1850,15,main
1851,15,main
1852,15,main
1853,15,main
1854,15,main
1855,15,main
1856,15,main
1857,15,main
1858,15,main
1859,15,main
1860,15,main
1861,15,main
1862,15,main
1863,15,main
1864,15,main
1865,15,main
1866,15,main
1867,15,main
1868,15,main
1869,15,main
1870,15,main
1871,15,main
1872,15,main
1873,15,main
1874,15,main
1875,15,main
1876,15,main
1877,15,main
1878,15,main
1879,15,main
1880,15,main
1881,15,main
1882,15,main
1883,15,main
1884,15,main
1885,15,main
1886,15,main
1887,15,main
1888,15,main
1889,15,main
1890,15,main
1891,15,main
1892,15,main
1893,15,main
1894,50,main
1895,50,main
1896,50,main
1897,50,main
1898,50,main
1899,50,main
1900,50,main
1901,50,main
1902,50,main
1903,50,main
1904,50,main
1905,50,main
1906,50,main
1907,50,main
1908,50,main
1909,50,main
1910,50,main
1911,50,main
1912,50,main
1913,50,main
1914,50,main
1915,42,main
1916,42,main
1917,42,main
1918,30,main
1919,30,main
1920,30,main
1921,30,main
1922,30,main
1923,30,main
1924,30,main
1925,30,main
1926,30,main
1927,30,main
1928,30,main
1929,30,main
1930,30,main
1931,30,main
1932,30,main
1933,30,main
1934,30,main
1935,30,main
1936,30,main
1937,30,main
1938,30,main
1939,30,main
1940,30,main
1941,30,main
1942,30,main
1943,30,main
1944,30,main
1945,30,main
1946,30,main
1947,30,main
1948,30,main
1949,30,main
1950,30,main
1951,30,main
1952,30,main
1953,30,main
1954,30,main
1955,30,main
1956,30,main
1957,30,main
1958,30,main
1959,30,main
1960,30,main
1961,30,main
1962,30,main
1963,30,main
1964,30,main
1965,30,main
1966,30,main
1967,30,main
1968,30,main
1969,30,main
1970,30,main
1971,30,main
1972,30,main
1973,30,main
1974,30,main
1975,30,main
1976,30,main
1977,30,main
1978,30,main
1979,30,main
1980,30,main
1981,30,main
1982,30,main
1983,30,main
1984,30,main
1985,30,main
1986,30,main
1987,30,main
1988,30,main
1989,30,main
1990,30,main
1991,30,main
1992,30,main
1993,30,main
1994,30,main
1995,30,main
1996,30,main
1997,30,main
1998,30,main
1999,30,main
2000,30,main
2001,30,main
2002,30,main
2003,30,main
2004,30,main
2005,30,main
2006,30,main
2007,30,main
2008,30,main
2009,30,main
2010,30,main
2011,30,main
2012,30,main
2013,30,main
2014,30,main
2015,30,main
2016,30,main
2017,30,main
2018,30,main
2019,30,main
2020,30,main
2021,30,main
2022,30,main
2023,30,main
2024,30,main
2025,30,main
2026,30,main
2027,30,main
2028,30,main
2029,30,main
2030,30,main
2031,30,main
2032,30,main
2033,30,main
2034,30,main
2035,30,main
2036,30,main
2037,30,main
2038,30,main
2039,30,main
2040,30,main
2041,30,main
2042,30,main
2043,30,main
2044,30,main
2045,30,main
2046,30,main
2047,30,main
2048,30,main
2049,30,main
2050,30,main
2051,30,main
2052,30,main
2053,30,main
2054,30,main
2055,30,main
2056,30,main
2057,30,main
2058,30,main
2059,30,main
2060,30,main
2061,30,main
2062,30,main
2063,30,main
2064,30,main
2065,30,main
2066,30,main
2067,30,main
2068,30,main
2069,30,main
2070,30,main
2071,30,main
2072,30,main
2073,30,main
2074,30,main
2075,30,main
2076,30,main
2077,30,main
2078,30,main
2079,30,main
2080,30,main
2081,30,main
2082,30,main
2083,30,main
2084,30,main
2085,30,main
2086,30,main
2087,30,main
2088,30,main
2089,30,main
2090,30,main
2091,30,main
2092,30,main
2093,30,main
2094,30,main
2095,30,main
2096,30,main
2097,30,main
2098,30,main
2099,30,main
2100,30,main
2101,30,main
2102,30,main
2103,30,main
2104,30,main
2105,30,main
2106,30,main
2107,30,main
2108,30,main
2109,30,main
2110,30,main
2111,30,main
2112,30,main
2113,30,main
2114,30,main
2115,30,main
2116,30,main
2117,30,main
2118,30,main
2119,30,main
2120,30,main
2121,30,main
2122,30,main
2123,30,main
2124,30,main
2125,30,main
2126,30,main
2127,30,main
2128,30,main
2129,30,main
2130,30,main
2131,30,main
2132,30,main
2133,30,main
2134,30,main
2135,30,main
2136,30,main
2137,30,main
2138,30,main
2139,30,main
2140,30,main
2141,30,main
2142,30,main
2143,30,main
2144,30,main
2145,30,main
2146,30,main
2147,30,main
2148,30,main
2149,30,main
2150,30,main
2151,30,main
2152,30,main
2153,30,main
2154,30,main
2155,30,main
2156,30,main
2157,30,main
2158,30,main
2159,30,main
2160,30,main
2161,30,main
2162,30,main
2163,30,main
2164,30,main
2165,30,main
2166,30,main
2167,30,main
2168,30,main
2169,77,main
2170,77,main
2171,77,main
2172,77,main
2173,77,main
2174,77,main
2175,77,main
2176,77,main
2177,77,main
2178,77,main
2179,77,main
2180,77,main
2181,77,main
2182,77,main
2183,77,main
2184,77,main
2185,77,main
2186,77,main
2187,77,main
2188,77,main
2189,77,main
2190,77,main
2191,77,main
2192,77,main
2193,77,main
2194,77,main
2195,77,main
2196,77,main
2197,77,main
2198,77,main
2199,77,main
2200,77,main
2201,77,main
2202,77,main
2203,77,main
2204,77,main
2205,77,main
2206,77,main
2207,77,main
2208,77,main
2209,77,main
2210,77,main
2211,77,main
2212,77,main
2213,77,main
2214,77,main
2215,77,main
2216,77,main
2217,77,main
2218,77,main
2219,77,main
2220,77,main
2221,77,main
2222,77,main
2223,77,main
2224,77,main
2225,77,main
2226,77,main
2227,77,main
2228,77,main
2229,77,main
2230,77,main
2231,77,main
2232,77,main
2233,77,main
2234,77,main
2235,77,main
2236,77,main
2237,77,main
2238,77,main
2239,77,main
2240,77,main
2241,77,main
2242,77,main
2243,77,main
2244,77,main
2245,77,main
2246,77,main
2247,77,main
2248,77,main
2249,77,main
2250,77,main
2251,77,main
2252,77,main
2253,77,main
2254,77,main
2255,77,main
2256,77,main
2257,77,main
2258,77,main
2259,77,main
2260,77,main
2261,77,main
2262,77,main
2263,77,main
2264,77,main
2265,77,main
2266,77,main
2267,77,main
2268,77,main
2269,77,main
2270,77,main
2271,77,main
2272,77,main
2273,77,main
2274,77,main
2275,77,main
2276,77,main
2277,77,main
2278,77,main
2279,77,main
2280,77,main
2281,77,main
2282,77,main
2283,77,main
2284,77,main
2285,77,main
2286,77,main
2287,77,main
2288,77,main
2289,77,main
2290,77,main
2291,77,main
2292,77,main
2293,77,main
2294,77,main
2295,77,main
2296,77,main
2297,77,main
2298,77,main
2299,77,main
2300,77,main
2301,77,main
2302,77,main
2303,77,main
2304,77,main
2305,77,main
2306,77,main
2307,77,main
2308,61,main
2309,61,main
2310,61,main
2311,62,main
2312,62,main
2313,62,main
2314,62,main
2315,62,main
2316,62,main
2317,62,main
2318,62,main
2319,62,main
2320,62,main
2321,62,main
2322,62,main
2323,62,main
2324,62,main
2325,62,main
2326,62,main
2327,62,main
2328,62,main
2329,62,main
2330,62,main
2331,62,main
